geo_point_2d,geometry,mun_name,col_name,n_bike_stations
"{ ""lon"": -99.183763334023794, ""lat"": 19.461478839867482 }","POLYGON ((-11041018.280927258 2209128.5685122283, -11041130.646821264 2209148.587408464, -11041137.663288768 2209149.837704695, -11041256.25194231 2209170.964063362, -11041273.024449991 2209174.85545286, -11041477.872350557 2209222.3809999386, -11041483.353722284 2209223.8355522533, -11041617.505953833 2209259.428434622, -11041586.500136063 2209446.8438146883, -11041560.871049698 2209601.7596155573, -11041558.176004825 2209619.058748442, -11041684.922150653 2209659.6088178335, -11041760.813100306 2209683.886951155, -11041766.156435864 2209685.59656361, -11041776.234189367 2209688.820978124, -11041780.138163907 2209690.098465095, -11041785.061824985 2209691.645145366, -11041793.526559066 2209694.3536071507, -11041799.825015854 2209696.5779936626, -11041866.375147037 2209720.0816518706, -11041859.20839822 2209859.6850269465, -11041858.835477924 2209871.176611968, -11041856.130414298 2209954.4609973365, -11041846.43003387 2210104.6356830196, -11041842.239968237 2210240.1849574805, -11041835.755607897 2210383.281138119, -11041835.360423705 2210391.9971758737, -11041834.16596557 2210417.87729024, -11041828.79480014 2210519.7002178486, -11041815.115861109 2210517.8937115935, -11041775.929173961 2210512.7197841657, -11041741.617167313 2210508.186990383, -11041731.600639531 2210506.863400633, -11041726.817241013 2210506.231714209, -11041717.06342723 2210504.7817873196, -11041713.37095972 2210504.2351129595, -11041707.31072664 2210503.331860541, -11041697.52129062 2210501.8760302616, -11041691.080344884 2210500.9184647454, -11041654.976094434 2210495.550903563, -11041608.58480984 2210490.2789823106, -11041552.301675295 2210482.6869459692, -11041537.39599548 2210480.946563569, -11041522.489202468 2210479.206181326, -11041484.25318377 2210474.74187726, -11041480.228984179 2210525.0181954214, -11041477.728748415 2210556.262524236, -11041474.08526148 2210601.7830829667, -11041471.881135562 2210629.4038768266, -11041467.102189822 2210853.1617603027, -11041463.839415548 2211046.2686402583, -11041463.762605099 2211081.262725843, -11041463.792661361 2211086.2207282996, -11041464.321428943 2211174.732918862, -11041465.995674085 2211210.8454245892, -11041297.532549083 2211233.2103218064, -11041266.35641249 2211232.7037727125, -11041261.27579093 2211231.7579782857, -11041194.549774956 2211219.3457591394, -11041189.284363039 2211218.429484529, -11041182.87458676 2211216.595754674, -11041175.77574283 2211212.2281013364, -11041160.194353707 2211194.057304468, -11041130.858328296 2211154.259671063, -11041105.199185668 2211128.502540443, -11041063.896315 2211076.6164446403, -11041039.84239943 2211046.3985233745, -11041015.309810048 2211015.579646197, -11040993.405473845 2210988.063381736, -11040902.277112292 2210873.581552345, -11040899.981704393 2210870.6981734266, -11040884.014036633 2210850.6396919754, -11040832.012249703 2210785.310445237, -11040801.073223628 2210745.976511066, -11040765.222781617 2210700.4001147673, -11040726.97340458 2210653.0409226506, -11040688.72514074 2210605.6806670306, -11040641.765013548 2210547.534604408, -11040559.834981518 2210446.088177896, -11040549.053688835 2210432.7389785615, -11040527.848439034 2210437.6637528553, -11040506.643189233 2210442.588528417, -11040450.102906663 2210454.02969255, -11040398.122270439 2210464.2559029385, -11040347.800294625 2210474.1550592687, -11040276.310917636 2210488.444141525, -11040213.298519876 2210498.9254062157, -11040205.364779765 2210498.7105148467, -11040207.393020889 2210482.4295488335, -11040209.421262011 2210466.1485966733, -11040245.473192299 2210174.098603699, -11040237.818864113 2210166.871529507, -11040229.272866804 2210158.802618334, -11040220.255988048 2210149.46563845, -11040167.70984881 2210095.0531446068, -11039915.649125807 2209834.0335388235, -11039898.829863943 2209816.617324353, -11039840.178963829 2209722.881029572, -11039812.880085101 2209670.609123708, -11039795.615545275 2209641.013273819, -11039783.125498407 2209619.6042168504, -11039753.151612315 2209565.253443225, -11039739.637426134 2209540.7487731315, -11039703.327234628 2209474.910411364, -11039650.432665382 2209380.2359902477, -11039616.849801399 2209320.4041416273, -11039607.241816148 2209302.1194375395, -11039594.461225409 2209277.7969238358, -11039592.615548255 2209274.283320216, -11039588.35312495 2209266.5961339017, -11039504.021931505 2209114.476430805, -11039482.43262946 2209075.533178298, -11039477.097086268 2209065.9570582174, -11039448.810803656 2209015.1922496418, -11039405.420692535 2208937.322756482, -11039404.09265101 2208934.940254391, -11039385.172790356 2208900.985499634, -11039354.759192275 2208846.403003369, -11039349.762060335 2208837.4338362124, -11039345.689993361 2208830.12580395, -11039369.47117618 2208834.4232571553, -11039389.597740114 2208838.0595644685, -11039399.337082364 2208839.8186874096, -11039414.103612816 2208842.4868876142, -11039435.222033415 2208846.080694144, -11039587.69967954 2208872.0224719862, -11039679.13083011 2208888.3776281048, -11040067.491137639 2208957.844399745, -11040196.23880791 2208980.8713578265, -11040319.470597412 2209002.911337287, -11040342.671805685 2209007.06125055, -11040414.78234543 2209020.5900920955, -11040443.319096895 2209025.9442527257, -11040523.47246985 2209040.980774468, -11040537.480914572 2209043.4093344025, -11040551.857826808 2209045.8237270596, -11040659.374643797 2209064.8708755, -11040777.86422299 2209085.8601867906, -11040794.814841853 2209088.862540939, -11040890.721035954 2209105.8518837434, -11040898.898565747 2209107.29934339, -11041018.280927258 2209128.5685122283))",['Azcapotzalco'],['San Alvaro'],15
"{ ""lon"": -99.144643193024635, ""lat"": 19.374889091163773 }","POLYGON ((-11036285.6162658 2199284.963608382, -11036292.269831764 2199239.2704766523, -11036310.81120615 2199111.937524382, -11036317.303358855 2199062.1666612844, -11036328.072406393 2198989.808094451, -11036344.45195627 2198880.913212701, -11036356.572422428 2198797.897549045, -11036367.60529716 2198711.3835539706, -11036376.973945504 2198637.9277346414, -11036387.018303158 2198559.284971796, -11036408.154534874 2198572.1574556706, -11036469.983606452 2198621.4951737323, -11036489.290858936 2198636.0515475287, -11036539.763116062 2198661.125210426, -11036574.525966646 2198673.9364027753, -11036656.13539854 2198699.870331957, -11036746.150565187 2198729.2982685706, -11036832.498867804 2198760.733429245, -11036919.154412217 2198788.8186175777, -11037005.209944574 2198820.597256474, -11037046.48943815 2198840.1782389143, -11037087.148882164 2198856.8269276894, -11037140.421937678 2198869.9356119838, -11037176.185550485 2198878.7361001614, -11037263.35427775 2198898.7513847323, -11037351.051772596 2198912.2766407067, -11037395.487173738 2198918.416227412, -11037443.355667975 2198925.02899991, -11037494.5270115 2198930.2316628126, -11037545.69835503 2198935.434327123, -11037601.926943023 2198941.151477438, -11037640.29431872 2198945.052592747, -11037658.155531019 2198946.8674494424, -11037756.079947485 2198960.6830221545, -11037804.712093428 2198967.494051234, -11037824.2186078 2198969.9059962756, -11037891.208450967 2198978.045723017, -11037968.910568738 2198987.4870079453, -11038043.204083698 2198996.514112606, -11038127.606521618 2199006.133588799, -11038178.029798169 2199011.788219347, -11038200.735634703 2199013.919326366, -11038215.868406283 2199015.338884495, -11038301.24600294 2199026.0251043327, -11038389.038119355 2199035.603294718, -11038486.579596773 2199044.764943898, -11038560.184044085 2199059.591862208, -11038634.84380017 2199076.0283375806, -11038688.921695603 2199088.1176343793, -11038709.482405553 2199092.7149912138, -11038584.761161264 2199298.3203914077, -11038554.199508261 2199348.701944255, -11038457.333740152 2199505.4596891804, -11038439.712977955 2199533.976682574, -11038425.880418029 2199542.2275726055, -11038418.263938468 2199551.192395209, -11038407.705284765 2199574.727287026, -11038396.017851429 2199602.1445754943, -11038386.61914682 2199626.230614258, -11038375.1899747 2199657.2329814695, -11038367.898548054 2199678.770168486, -11038363.233148195 2199687.698473023, -11038366.562714165 2199710.6789048053, -11038330.963854203 2199687.6335699214, -11038318.088641899 2199676.733392219, -11038308.99606589 2199665.5747886454, -11038301.412982179 2199648.5784636065, -11038291.894052519 2199666.0444505517, -11038289.274704902 2199670.84963534, -11038269.303988252 2199707.4915689626, -11038196.277289098 2199842.0976705956, -11038092.20803674 2200033.9195141927, -11037966.29344751 2200263.5592751275, -11037947.330172252 2200298.1725772414, -11037879.075739667 2200291.4082803717, -11037804.67869758 2200284.3525029053, -11037737.280311879 2200278.089750265, -11037666.442153914 2200271.2865174203, -11037595.126435332 2200264.09031642, -11037580.638203604 2200262.8464997276, -11037516.948983338 2200257.0770322722, -11037456.489141498 2200252.022701702, -11037391.959459076 2200245.1852554595, -11037320.475648062 2200237.6114353808, -11037225.502311297 2200227.548809303, -11037094.570552615 2200205.9213206097, -11037046.055292137 2200197.907343284, -11037050.080604926 2200155.0855481783, -11037058.649979325 2200063.941892947, -11037062.329088496 2200039.2428451753, -11037076.035857398 2199947.2276658644, -11037079.683797112 2199922.731740267, -11037083.348434748 2199891.6180183324, -11037069.40900811 2199890.616139857, -11036996.334441574 2199886.304168787, -11036921.518838203 2199881.116588015, -11036915.297191862 2199880.7543070624, -11036906.73004385 2199880.2551382044, -11036850.823169183 2199884.820822641, -11036815.991300516 2199877.4253348513, -11036781.700444572 2199870.0735124075, -11036712.67568111 2199856.4130549296, -11036690.204728698 2199852.233258979, -11036636.582129985 2199843.001601069, -11036596.30339863 2199835.482222497, -11036629.498870784 2199887.740312301, -11036689.495623542 2199991.652719748, -11036736.798614765 2200071.7292390526, -11036760.274782177 2200111.043643272, -11036785.89607618 2200155.908067498, -11036766.967309965 2200153.750871996, -11036630.353804473 2200131.3481513998, -11036583.974765023 2200122.678078961, -11036541.496360533 2200343.075201439, -11036470.969897142 2200329.1878293506, -11036423.541114893 2200319.8284920445, -11036376.00212635 2200310.4467374985, -11036329.08764015 2200301.6809966364, -11036270.906508287 2200290.8276744015, -11036143.353296151 2200267.034645628, -11036154.024382537 2200193.186993016, -11036174.386943793 2200052.279170925, -11036187.013913635 2199964.456729451, -11036198.581121923 2199884.010115607, -11036202.432776306 2199857.222580733, -11036221.025357656 2199727.910116467, -11036232.074930312 2199651.1474413, -11036242.388681134 2199582.791746658, -11036244.708579324 2199567.4617239377, -11036252.868297998 2199513.5146793853, -11036259.517411184 2199469.4730645227, -11036266.256693156 2199420.703129723, -11036269.552863277 2199396.8533561886, -11036273.830871308 2199365.900970451, -11036285.6162658 2199284.963608382))",['Benito Juárez'],['San Simon Ticumac'],16
"{ ""lon"": -99.171325804138675, ""lat"": 19.3681360908766 }","POLYGON ((-11040094.579622528 2198878.075296404, -11040012.677420372 2198859.4418198005, -11039929.235669658 2198840.457899951, -11039845.793918945 2198821.473998843, -11039838.60267984 2198819.838514456, -11039666.919081967 2198780.7769110007, -11039669.468298307 2198767.392167511, -11039670.735114112 2198762.080988708, -11039688.362555478 2198688.206077472, -11039726.734383956 2198502.176039631, -11039720.911261393 2198500.847378118, -11039635.758530105 2198481.42485884, -11039553.812913347 2198462.7292275843, -11039475.405030007 2198444.8395408983, -11039467.477969067 2198443.0306314826, -11039387.866722032 2198424.867208019, -11039354.487572717 2198574.597670837, -11039326.269194998 2198701.175407305, -11039240.80588233 2198680.634050806, -11039161.642139647 2198661.6066477294, -11039079.225641442 2198643.354518397, -11039010.85098381 2198628.2128633508, -11038992.95303608 2198624.2492727935, -11039142.546394195 2198369.6938347323, -11039270.456941897 2198152.033246867, -11039292.86221581 2198113.905168027, -11039449.700246388 2197868.200168121, -11039542.299138414 2197741.665671496, -11039589.755750535 2197682.9721564837, -11039635.500268888 2197583.8131717397, -11039657.194211252 2197531.4811079614, -11039675.03761243 2197488.433986069, -11039703.486421498 2197427.2433577296, -11039747.183774414 2197340.4488087553, -11039749.28993918 2197334.417097716, -11039752.356791152 2197325.635014778, -11039754.602105282 2197319.2068582634, -11039825.34564168 2197364.271254053, -11039883.050326122 2197402.579554214, -11039923.961352184 2197442.2873140676, -11039940.759463344 2197459.070483632, -11039959.31642246 2197482.4045884786, -11039969.369685674 2197495.04626693, -11040041.43235804 2197608.048893444, -11040057.94215172 2197628.597363976, -11040084.329323815 2197652.431965387, -11040285.70182988 2197856.9470385374, -11040345.473717269 2197917.650535308, -11040396.986811632 2197969.967130316, -11040422.394372212 2197999.226396798, -11040530.012489935 2198123.163134853, -11040599.511474427 2198200.108504422, -11040646.171038993 2198234.4667585855, -11040689.548904972 2198258.351669425, -11040752.936449418 2198292.3749159398, -11040770.135310747 2198301.5952095916, -11040755.196235081 2198359.3383725854, -11040729.223171491 2198441.4718779745, -11040691.778634373 2198569.493043139, -11040672.482513838 2198562.7210946158, -11040668.955912368 2198574.856088225, -11040622.475572182 2198737.538193293, -11040542.950041156 2198981.627062273, -11040470.479939453 2198964.8343039714, -11040403.891959645 2198949.404473068, -11040378.878470065 2198943.609439593, -11040341.213520354 2198934.8809023425, -11040297.253453441 2198924.6950572054, -11040260.77182992 2198916.2414706443, -11040249.979405286 2198913.741031669, -11040176.00203768 2198896.597870329, -11040094.579622528 2198878.075296404), (-11039814.012204323 2198522.091813526, -11039867.87302675 2198536.6197924213, -11039815.924673175 2198522.5272279386, -11039726.734383956 2198502.176039631, -11039814.012204323 2198522.091813526))",['Benito Juárez'],['Del Valle Vii'],18
"{ ""lon"": -99.181119089005264, ""lat"": 19.429244756268464 }","POLYGON ((-11040656.217623038 2205422.101503215, -11040653.887706095 2205415.9161614957, -11040505.34520397 2205021.630713048, -11040474.59764742 2204939.6768086455, -11040460.709427748 2204902.657791249, -11040454.81060793 2204886.935176819, -11040409.68279956 2204886.99065449, -11040398.616528977 2204885.724111107, -11040381.85960603 2204881.8725449312, -11040395.471753364 2204846.0623414894, -11040411.948151195 2204846.3409096277, -11040434.897777416 2204847.50121679, -11040444.263086177 2204798.3599681947, -11040447.464634731 2204764.6143849795, -11040448.494340021 2204723.00172089, -11040447.433465276 2204602.1243724707, -11040445.877218794 2204569.1050536768, -11040444.740646793 2204544.986846195, -11040441.608116321 2204490.6256768447, -11040457.339786759 2204485.89600862, -11040470.759351375 2204481.861568316, -11040492.247352684 2204481.312705086, -11040501.157364728 2204481.8308791886, -11040507.705177175 2204477.6052229106, -11040514.251876429 2204473.380747915, -11040532.58063059 2204459.1256599147, -11040542.482499294 2204443.072911413, -11040559.26613892 2204415.862353037, -11040611.144361215 2204294.1311938697, -11040627.277895017 2204250.810422584, -11040689.24945554 2204084.4096184564, -11040687.040876843 2204062.287950193, -11040707.141837295 2204056.93045471, -11040759.26718886 2204043.039215955, -11040776.651953738 2204038.4052643008, -11040922.106453186 2204011.250755016, -11040959.677894525 2204004.2361021005, -11040998.427096074 2203992.2263329555, -11041080.989422811 2203958.6485927333, -11041099.317063777 2203951.194880599, -11041225.560045503 2203898.892683017, -11041288.051468052 2203873.0036673043, -11041315.984867876 2203858.042018092, -11041378.377216075 2203824.6226743124, -11041465.282116149 2203778.072460541, -11041473.318270188 2203773.7678786637, -11041528.44368203 2203744.2401490537, -11041535.058286173 2203740.6968717664, -11041545.346433511 2204026.3813098907, -11041545.061455615 2204031.6561742085, -11041543.777941886 2204055.388950448, -11041692.185747426 2204102.609082834, -11041763.657313297 2204139.4860970196, -11041777.878378244 2204150.375824523, -11041809.975127025 2204192.815840385, -11041816.319224807 2204206.390858045, -11041830.43230985 2204236.593270722, -11041847.506493347 2204296.799941657, -11041853.011242166 2204353.5967898634, -11041848.989268964 2204408.3518066336, -11041834.076909978 2204457.6443211627, -11041809.643394943 2204509.684823383, -11041760.028297896 2204553.540880292, -11041747.559401734 2204561.7526149713, -11041736.896107709 2204568.774553883, -11041720.938458705 2204577.6508360305, -11041793.429711109 2204613.387356085, -11042053.25608179 2204565.8744184384, -11042060.322643066 2204562.765360415, -11042072.504334943 2204557.954229858, -11042072.761482967 2204557.292050305, -11042125.351036808 2204549.710627213, -11042160.720578616 2204544.194828052, -11042194.73202264 2204540.050602506, -11042223.307735926 2204542.7559755044, -11042250.524238229 2204546.1471351283, -11042334.885487936 2204548.7887698067, -11042351.208264872 2204544.663428946, -11042363.447842885 2204539.859385057, -11042368.882460425 2204532.325183022, -11042373.626897123 2204516.578084736, -11042390.606459053 2204508.8420515307, -11042395.181690127 2204505.7306420454, -11042388.332201857 2204484.346207431, -11042381.549505282 2204440.7464443436, -11042382.958810037 2204401.4821910923, -11042384.156607758 2204368.0890485975, -11042384.249002934 2204365.526521843, -11042384.405963417 2204361.1498072008, -11042384.579621824 2204330.9861497073, -11042384.757733008 2204300.183975762, -11042377.971696848 2204253.6208047853, -11042362.77102038 2204208.7609690605, -11042340.839967499 2204167.29587188, -11042178.887919515 2203855.036942275, -11042163.680563878 2203804.2505239593, -11042159.43261211 2203768.6937374608, -11042161.905017998 2203721.2749554184, -11042175.164282547 2203626.4448246607, -11042183.199323393 2203568.9785411227, -11042174.602119118 2203540.98668798, -11042198.589242995 2203380.926618929, -11042659.045618737 2203114.223390632, -11042734.96773785 2203070.112145426, -11042812.865777921 2203024.852607196, -11042892.499288855 2202978.5852348316, -11042899.47011537 2202974.5345878117, -11042902.462383281 2202972.7972476273, -11042931.383186989 2202955.992738385, -11042949.041797813 2202945.7327653654, -11042981.877708012 2202926.6551078074, -11043039.370885422 2202893.2491883985, -11043083.137256425 2202867.8206471796, -11043153.876340043 2202826.7196035557, -11043155.900128385 2202825.5428950978, -11043158.69981358 2202823.91651181, -11043216.373328563 2202790.4057292105, -11043222.372335922 2202810.801588622, -11043222.375675507 2202813.7640119926, -11043224.88481683 2202869.8022900033, -11043211.154670835 2202916.988818621, -11043217.20488516 2203018.4331663786, -11043222.991272291 2203124.219073786, -11043228.816621244 2203263.0992965954, -11043231.909076698 2203370.787987871, -11043240.146719016 2203486.8608803, -11043241.023916606 2203499.2279611984, -11043241.354535492 2203500.764699618, -11043269.61521462 2203632.438380986, -11043285.347998256 2203705.7409774037, -11043301.714189792 2203778.53160026, -11043305.952122806 2203801.5476157176, -11043311.955582943 2203840.7516256077, -11043325.19592318 2203917.082528893, -11043325.700200472 2203919.98610721, -11043330.193055121 2203932.3074348858, -11043334.685909769 2203944.627590155, -11043341.594397366 2203953.6086318763, -11043348.501771772 2203962.5896778014, -11043404.560040945 2204019.1636359585, -11043409.992432095 2204027.7445830316, -11043427.677759597 2204058.49910657, -11043442.953020124 2204101.8796403212, -11043463.338958474 2204150.4253984108, -11043463.928951774 2204168.735876599, -11043458.544428006 2204184.7647888875, -11043430.97615611 2204218.3240394886, -11043332.522972062 2204314.3197312397, -11043330.423486466 2204315.658237684, -11043303.926108073 2204332.5595453433, -11043273.808619838 2204351.0826591076, -11043269.441556213 2204353.767939622, -11043240.838013057 2204366.080103135, -11043237.52514501 2204366.639586163, -11043205.494074728 2204372.0491032833, -11043171.255538946 2204378.0452532163, -11043163.424212769 2204385.224110779, -11043121.766232923 2204389.9301472744, -11043055.662492901 2204420.518822463, -11043045.633719975 2204425.1599485017, -11043044.363564586 2204426.027503977, -11043007.787319494 2204451.0296433847, -11042967.418419354 2204479.866775149, -11042952.333515156 2204487.9061469813, -11042945.12669132 2204491.7470108843, -11042906.419791177 2204501.1060214452, -11042905.520329691 2204502.5472315736, -11042869.663208513 2204559.9986060904, -11042926.793484384 2204580.4754303996, -11042975.565892885 2204601.286317991, -11042999.958219707 2204616.9095480843, -11043002.075516423 2204618.945668084, -11043037.338191522 2204652.863327808, -11043072.12664559 2204689.3412564513, -11043093.408705838 2204705.4898205977, -11043115.202835746 2204716.4200018384, -11043136.361331362 2204722.681841738, -11043138.028897334 2204723.1752346763, -11043160.843826972 2204720.53947781, -11043174.629632711 2204716.3291136962, -11043205.427283034 2204706.9227835285, -11043236.55666544 2204718.362883519, -11043267.686047845 2204729.2824487984, -11043321.110497866 2204737.0445389785, -11043368.878804559 2204746.9371952633, -11043361.065289503 2204756.5607327567, -11043327.942175016 2204813.9880802957, -11043305.191810682 2204871.40379603, -11043293.324039768 2204922.544792286, -11043291.540701525 2205000.7509071543, -11043288.5951878 2205095.6633766457, -11043269.783307053 2205170.690217287, -11043297.179033736 2205235.303882621, -11043328.364075886 2205297.692709167, -11043338.129021619 2205322.389080168, -11043330.057245342 2205323.817367582, -11043306.947319053 2205334.8824672317, -11043283.837392762 2205345.947573267, -11043281.683360616 2205361.5064876997, -11043244.247729057 2205384.0345338914, -11043238.763017746 2205398.044784611, -11043227.710105507 2205407.951946767, -11043221.717777317 2205417.7729442106, -11043207.812859723 2205482.270581255, -11043187.931198666 2205574.4917193255, -11043197.523599187 2205579.2204756048, -11043203.901092814 2205582.363930562, -11043174.33240967 2205669.3373836316, -11043135.562057419 2205792.9281890015, -11043115.665924828 2205877.356394612, -11043113.521911437 2205890.66110402, -11043093.901851181 2206012.3953152443, -11043091.865817696 2206032.079250036, -11043077.562376324 2206128.431074449, -11043077.252908139 2206136.770972496, -11043079.772068216 2206145.181701378, -11043077.943088982 2206154.774068393, -11043072.451698503 2206161.585289333, -11043068.872776873 2206183.961996862, -11043048.678308047 2206314.988319256, -11043003.971287351 2206599.843456005, -11042925.159314258 2206595.841624352, -11042845.246391403 2206592.131372331, -11042759.718513431 2206588.1602347875, -11042675.615524944 2206584.2540244926, -11042590.668734713 2206580.308859146, -11042492.553961918 2206575.7522059875, -11042388.974515319 2206570.940570304, -11042305.060769964 2206567.042626874, -11042197.875685059 2206561.5179840024, -11042111.58860816 2206557.0699393596, -11042019.207902335 2206552.307888464, -11041923.335104086 2206547.764227222, -11041833.344427727 2206543.499159856, -11041734.531681726 2206538.815023858, -11041639.61734429 2206534.3150434787, -11041556.447213134 2206530.3710688893, -11041467.461751778 2206526.152043992, -11041360.467023203 2206521.078354957, -11041280.158916155 2206517.2689573946, -11041133.524430102 2206511.102149931, -11041112.117692022 2206492.201558481, -11041085.442202443 2206463.8300479744, -11041055.277960023 2206467.655961542, -11040978.134666096 2206263.981722789, -11040969.250257539 2206240.5248015523, -11040875.130741267 2205992.0220213532, -11040865.167646842 2205967.5974700246, -11040793.735042794 2205792.4867075337, -11040785.949357608 2205773.399136155, -11040755.75839851 2205699.3874644074, -11040709.16117286 2205585.1544407643, -11040674.146740224 2205469.690928098, -11040671.06541672 2205461.5130365808, -11040656.217623038 2205422.101503215), (-11041987.256982088 2205134.671725701, -11041987.76793855 2205160.642710963, -11041987.257212188 2205134.671622709, -11041987.256982088 2205134.671725701), (-11041879.781507745 2205820.256709237, -11041879.450734423 2205820.7734136595, -11041879.868182516 2205820.4393509934, -11041879.781507745 2205820.256709237))",['Miguel Hidalgo'],['Rincon Del Bosque'],37
"{ ""lon"": -99.169256449704264, ""lat"": 19.440650448989729 }","POLYGON ((-11039441.900089668 2207272.863087137, -11039433.6513154 2207299.540562135, -11039410.94213928 2207372.9846761487, -11039396.421624899 2207419.941457818, -11039330.836633705 2207379.5696684103, -11039322.72478241 2207374.5760293957, -11039239.956514614 2207323.624458426, -11039233.849527352 2207345.210388945, -11039228.121026354 2207341.76324938, -11039200.099684132 2207324.901787628, -11039187.335791316 2207317.2212863388, -11039132.073456502 2207283.968269247, -11039093.109408336 2207260.521904747, -11039082.873581158 2207254.2899294007, -11039075.69792678 2207250.044773649, -11039069.940482715 2207246.9624322834, -11039064.183038652 2207243.881271935, -11039063.06427777 2207224.224424993, -11039062.372983731 2207212.1843063147, -11039262.705765754 2206847.547837583, -11039290.109284803 2206798.068563003, -11039352.21108913 2206659.248915408, -11039386.267060949 2206588.8697037115, -11039415.659859298 2206528.126981944, -11039501.651939547 2206361.668640265, -11039674.094736343 2206118.174126256, -11039706.44640676 2206065.755056529, -11039813.207364405 2205894.0029236176, -11039822.368958496 2205900.165991242, -11039834.84230744 2205908.6073077274, -11039761.112069102 2206026.439077629, -11039764.441635074 2206032.287008616, -11039769.845083155 2206034.7895553242, -11039775.660413355 2206034.3657749863, -11039823.011271957 2206022.1977351774, -11039953.642468015 2205988.7333046393, -11039956.429908063 2205990.6137517076, -11039967.36148206 2205998.9181764643, -11039976.04217595 2206005.513320622, -11039991.684790798 2206017.3968624566, -11040022.039389547 2206039.161930168, -11040071.237038504 2206074.438437987, -11040120.327820748 2206109.6382813915, -11040166.846009562 2206142.99196038, -11040220.175838016 2206171.8092080127, -11040281.598593451 2206203.6213182276, -11040336.563705225 2206232.089241202, -11040403.861903382 2206266.9434990427, -11040464.828248907 2206298.518494103, -11040528.805786654 2206331.651754807, -11040589.990318378 2206363.339000813, -11040637.645079194 2206388.318876532, -11040725.810115902 2206434.5342704495, -11040728.693290714 2206436.045273715, -11040821.837648245 2206471.3307752614, -11040916.548271012 2206519.364303032, -11040949.68585703 2206550.291631277, -11040991.097820802 2206578.8674928355, -11041051.605530022 2206603.013048924, -11041068.277850157 2206609.6650640746, -11041069.857473733 2206629.465299586, -11041076.28951391 2206710.0606027395, -11041076.495454969 2206755.2816185453, -11041076.565586247 2206770.443851089, -11041076.641283501 2206787.202122066, -11041054.964039057 2206782.488414188, -11041027.222108759 2206970.951456882, -11041024.143011643 2206995.246250705, -11041026.41058967 2207004.1708765803, -11041045.973876983 2207006.7018823475, -11041160.933515124 2207021.5762700066, -11041166.303567361 2207022.271588887, -11041279.834976437 2207036.9606488184, -11041393.37751746 2207050.800933866, -11041407.665374104 2207052.5433655474, -11041406.858307796 2207058.1130093434, -11041392.70626093 2207155.872444686, -11041381.914949492 2207165.0001941673, -11041369.408204703 2207289.532077694, -11041338.386802202 2207507.9869141807, -11041307.651490794 2207734.5310166557, -11041294.90986188 2207829.55146897, -11041288.84072324 2207874.809363285, -11041279.336265117 2207945.6903162324, -11041278.119543083 2207954.7688583015, -11041276.859406447 2207964.1626156587, -11041267.249194808 2208049.5696363905, -11041261.698804997 2208090.61812574, -11041254.619998576 2208142.961275275, -11041251.183565896 2208173.8133062557, -11041145.120581457 2208035.98245232, -11041068.248907091 2207936.085247019, -11041041.723698825 2207901.1972583593, -11040941.489402924 2207769.3537713275, -11040925.188889887 2207747.9113902724, -11040934.279239506 2207683.9987635356, -11040956.695645366 2207526.389139769, -11040966.603080047 2207456.729230051, -11040996.505721664 2207230.978180533, -11040890.266852431 2207215.767182295, -11040766.765669761 2207198.083010156, -11040647.860868866 2207181.0564024295, -11040577.94666267 2207171.0444383277, -11040527.443236087 2207163.811414339, -11040457.39878609 2207153.7805709993, -11040515.598842267 2207227.702236935, -11040566.65775311 2207292.550677605, -11040622.217310965 2207363.117816756, -11040664.878279421 2207417.300608007, -11040618.28773294 2207411.4310048134, -11040588.568768483 2207406.0017415145, -11040558.85091722 2207400.572479753, -11040493.759071369 2207391.3973968374, -11040373.683189431 2207374.4721428296, -11040253.60730749 2207357.545723245, -11040131.459769826 2207340.326547902, -11040010.741574427 2207322.433307705, -11039890.022265831 2207304.5389036927, -11039768.14968731 2207285.753220986, -11039667.99442825 2207273.932640912, -11039664.513467774 2207266.5106944814, -11039660.940112116 2207258.891603745, -11039648.318708252 2207253.396274455, -11039638.698477859 2207253.7929297495, -11039627.498623889 2207256.268483961, -11039520.994814267 2207167.847599577, -11039503.36069373 2207189.953962938, -11039452.016804991 2207251.605423124, -11039441.900089668 2207272.863087137))",['Miguel Hidalgo'],['Tlaxpana'],18
